flow_id,3-tuple,down_min_len,up_slice_max,down_slice_max,top_10_bytes_ratio,down_pkt_standard_deviation,min_interval,down_slice_std,sport,dport,up_slice_std,up_slice_mean,down_bytes,bytes_ratio,flow_byte/s_raito,down_slice_mean,up_interval_std,up_bytes,sum_bytes,top_10_byte/s,min_len,pkt_ratio,flow_pkt/s_raito,down_byte/s,pkt_standard_deviation,flow_byte/s,down_max_interval,up_max_interval,up_pkt_standard_deviation,down_pkt/s,up_byte/s,up_pkt/s,top_10_time_min_interval,flow_pkt/s,down_interval_std,top_10_pkt_std,up_pkt_mean,up_max_len,max_len,up_slice_min,up_pkt_nums,tag,real_tag
10.9.130.109_58.240.57.33_49664_53_17_1688440155.395077,58.240.57.33_53_17,349,2,1,0.0,0.0,1.3113021850585938e-05,0.0,49664,53,0.0,2.0,349,0.556,0.556,1.0,0.0,194,543,0.0,97,2.0,2.0,174500.0,118.794,271500.0,0.0,0.0,0.0,500.0,97000.0,1000.0,1.3113021850585938e-05,1500.0,0.0,0.0,97.0,97,349,2,2,0,0
10.9.130.109_221.6.4.66_49664_53_17_1688439988.978313,221.6.4.66_53_17,85,2,1,0.924,83.825,5.960464477539063e-06,0.0,49664,53,0.2865793094717131,1.9097222222222223,25984,0.907,0.907,1.0,1.7264660388115878,23577,49561,5362.069,68,1.91,1.91,217.091,67.336,414.071,17.50056,17.500623,12.092,1.203,196.981,2.298,1.0013580322265623e-05,3.501,2.314477464954127,25.87682360723588,85.73454545454545,128,451,1,275,0,0
10.9.130.109_221.6.4.66_49755_53_17_1688440120.141707,221.6.4.66_53_17,83,2,1,1.075,66.612,5.960464477539063e-06,0.0,49755,53,0.3691746015438963,1.837209302325581,6234,1.044,1.044,1.0,1.531082807596006,6508,12742,2406.114,69,1.837,1.838,173.027,50.306,353.66,11.890477,11.890026,10.577,1.193,180.632,2.193,5.960464477539063e-06,3.386,1.989780338123835,60.629695694436734,82.37974683544304,118,376,1,79,0,0
10.9.130.109_221.6.4.66_50786_53_17_1688440475.951715,221.6.4.66_53_17,94,2,1,1.726,96.446,5.960464477539063e-06,0.0,50786,53,0.2456701001891583,1.935483870967742,5349,0.962,0.962,1.0,4.9014285292737085,5147,10496,128.857,70,1.935,1.937,63.064,70.49,123.747,35.260614,35.260201,12.862,0.365,60.683,0.707,9.059906005859377e-06,1.073,6.525995192369379,14.691494137765568,85.78333333333333,127,547,1,60,0,0
10.9.130.109_221.6.4.66_54001_53_17_1688440475.951842,221.6.4.66_53_17,94,2,1,1.533,87.07,6.9141387939453125e-06,0.0,54001,53,0.2914805954090255,1.90625,5486,0.956,0.956,1.0,4.314548257463963,5246,10732,152.815,70,1.906,1.907,64.677,66.363,126.525,26.229114,26.229148,15.022,0.377,61.848,0.719,1.0967254638671877e-05,1.096,5.642603686851119,21.81650751151522,86.0,128,541,1,61,0,0
10.9.130.109_221.6.4.66_55956_53_17_1688440190.477148,221.6.4.66_53_17,77,2,1,1.12,61.604,6.9141387939453125e-06,0.0,55956,53,0.2479137326502206,1.9342105263157887,23002,1.04,1.04,1.0,1.235946009996597,23933,46935,2297.694,67,1.934,1.934,192.813,49.438,393.43,11.783931,11.783696,8.906,1.274,200.617,2.464,1.0013580322265623e-05,3.739,1.6286759184672772,54.45401729900192,81.4047619047619,110,428,1,294,0,0
10.9.130.109_221.6.4.66_57023_53_17_1688439988.978313,221.6.4.66_53_17,86,2,1,0.863,76.207,6.9141387939453125e-06,0.0,57023,53,0.25420840580171,1.930555555555556,25213,0.947,0.947,1.0,1.4956350958262823,23870,49083,5906.433,67,1.931,1.931,210.653,62.176,410.084,11.157514,11.15736,11.977,1.203,199.432,2.323,1.5974044799804688e-05,3.526,1.9950287235068915,34.064644427910885,85.86330935251799,128,421,1,278,0,0
10.9.130.117_10.80.128.28_49664_53_17_1697631616.854032,10.80.128.28_53_17,84,2,1,1.449,77.953,5.960464477539063e-06,0.0,49664,53,0.2438458967577335,1.9365079365079363,10673,0.949,0.949,1.0,8.908273395755225,10130,20803,21519.231,68,1.937,1.935,89.047,61.665,173.564,97.977135,97.975748,9.347,0.526,84.517,1.018,5.960464477539063e-06,1.543,12.320437090928714,28.73134177166113,83.0327868852459,114,372,1,122,0,0
10.9.130.117_10.80.128.28_50712_53_17_1697631620.233887,10.80.128.28_53_17,76,2,1,1.094,73.506,5.960464477539063e-06,0.0,50712,53,0.1507148999629735,1.976744186046512,6556,1.044,1.044,1.0,0.5664513727562113,6843,13399,970.082,71,1.977,1.977,317.99,54.69,649.901,2.85628,2.85883,5.591,2.086,331.911,4.123,7.152557373046875e-06,6.208,0.7181153022705051,46.92760381694339,80.50588235294117,94,421,1,85,0,0
10.9.130.117_10.80.128.28_50870_53_17_1697631860.550645,10.80.128.28_53_17,83,2,1,1.233,59.802,5.960464477539063e-06,0.0,50870,53,0.1524553389864963,1.9761904761904765,6627,1.044,1.044,1.0,1.4006959043016038,6918,13545,579.773,73,1.976,1.976,232.919,49.848,476.065,11.026293,11.026592,8.413,1.476,243.146,2.917,5.960464477539063e-06,4.393,1.90737757238343,42.23458298598437,83.34939759036145,118,345,1,83,0,0
10.9.130.117_10.80.128.28_50965_53_17_1697631611.878714,10.80.128.28_53_17,86,2,1,0.869,81.657,5.960464477539063e-06,0.0,50965,53,0.203931119992323,1.9565217391304348,4696,0.846,0.846,1.0,0.4419596506283629,3972,8668,675.355,69,1.957,1.956,867.541,73.361,1601.33,2.633354,2.632742,13.439,4.249,733.789,8.313,7.867813110351562e-06,12.562,0.5936334117138653,66.81167562634543,88.26666666666667,107,367,1,45,0,0
10.9.130.117_10.80.128.28_52026_53_17_1697631842.00906,10.80.128.28_53_17,78,2,1,0.619,69.335,6.9141387939453125e-06,0.0,52026,53,0.1600726981657426,1.973684210526316,11816,1.058,1.058,1.0,1.1556835533571066,12498,24314,1451.149,70,1.974,1.974,251.41,53.465,517.33,11.02069,11.020648,10.97,1.617,265.921,3.192,8.821487426757812e-06,4.809,1.5626808934628256,114.27357524817364,83.32,138,449,1,150,0,0
10.9.130.117_10.80.128.28_52113_53_17_1697631707.488627,10.80.128.28_53_17,72,2,1,1.721,81.814,5.0067901611328125e-06,0.0,52113,53,0.2551470164434614,1.93,32309,0.992,0.992,1.0,0.8550386117127838,32058,64367,42045.455,68,1.93,1.93,325.995,61.146,649.457,10.658068,10.658255,10.249,2.018,323.462,3.895,5.960464477539063e-06,5.913,1.1363450430674815,18.35347378563524,83.05181347150258,121,436,1,386,0,0
10.9.130.117_221.6.4.66_52113_53_17_1697631806.586741,221.6.4.66_53_17,347,2,1,0.0,0.0,8.106231689453125e-06,0.0,52113,53,0.0,2.0,347,0.524,0.524,1.0,0.0,182,529,0.0,91,2.0,2.0,10515.152,120.68,16030.303,0.0,0.0,0.0,30.303,5515.152,60.606,8.106231689453125e-06,90.909,0.0,0.0,91.0,91,347,2,2,0,0
10.9.130.117_10.80.128.28_52235_53_17_1697631616.854919,10.80.128.28_53_17,84,2,1,0.78,81.558,7.152557373046875e-06,0.0,52235,53,0.0,2.0,1340,0.978,0.978,1.0,0.4567531839006405,1310,2650,28000.0,68,2.0,2.0,612.711,62.809,1211.706,1.78803,1.787497,12.149,3.658,598.994,7.316,7.152557373046875e-06,10.974,0.6074117649307139,80.57667156193534,81.875,103,311,2,16,0,0
10.9.130.117_10.80.128.28_52358_53_17_1697631611.872652,10.80.128.28_53_17,104,2,1,0.919,82.147,5.960464477539063e-06,0.0,52358,53,0.3307189138830738,1.875,4548,0.847,0.847,1.0,0.4445880919587232,3854,8402,673.361,68,1.875,1.875,840.355,69.827,1552.476,2.611319,2.611307,11.203,4.435,712.121,8.315,6.9141387939453125e-06,12.749,0.5863479769480878,71.63797875428926,85.64444444444445,106,398,1,45,0,0
10.9.130.117_10.80.128.28_53239_53_17_1697631877.227072,10.80.128.28_53_17,95,2,1,1.477,25.598,5.0067901611328125e-06,0.0,53239,53,0.0,2.0,1205,1.328,1.328,1.0,2.514113281439938,1600,2805,25243.243,73,2.0,1.999,98.876,24.459,230.163,11.028143,11.028352,4.796,0.821,131.287,1.641,5.0067901611328125e-06,2.462,3.424184898207065,31.14546515947386,80.0,87,184,2,20,0,0
10.9.130.117_10.80.128.28_53424_53_17_1697631723.258842,10.80.128.28_53_17,85,2,1,1.779,58.143,6.9141387939453125e-06,0.0,53424,53,0.1714198257421933,1.9696969696969693,5227,1.073,1.073,1.0,0.6314994862051402,5611,10838,4374.359,72,1.97,1.969,377.237,49.324,782.188,3.451423,3.451389,14.236,2.382,404.951,4.691,7.867813110351562e-06,7.073,0.8324336262092368,14.484819639885062,86.32307692307693,138,331,1,65,0,0
10.9.130.117_10.80.128.28_53693_53_17_1697631830.086959,10.80.128.28_53_17,82,2,1,1.529,80.101,5.960464477539063e-06,0.0,53693,53,0.1636014174323578,1.972477064220184,17792,1.006,1.006,1.0,0.9327105436381864,17903,35695,323.096,68,1.972,1.972,300.019,60.294,601.909,9.959771,9.959773,8.644,1.838,301.89,3.625,7.867813110351562e-06,5.463,1.2517877147294765,23.978323544401515,83.26976744186047,112,439,1,215,0,0
10.9.130.117_10.80.128.28_54725_53_17_1697631827.925278,10.80.128.28_53_17,93,2,1,0.703,136.665,5.960464477539063e-06,0.0,54725,53,0.4330127018922193,1.75,1030,0.594,0.594,1.0,0.0223613477536574,612,1642,18772.152,77,1.75,1.75,7686.567,116.451,12253.731,0.107442,0.059487,10.913,29.851,4567.164,52.239,5.960464477539063e-06,82.09,0.045903142247805,122.0918097171141,87.42857142857143,103,430,1,7,0,0
10.9.130.117_10.80.128.28_54741_53_17_1697631649.829636,10.80.128.28_53_17,104,2,1,0.633,44.962,6.9141387939453125e-06,0.0,54741,53,0.5,1.5,1220,0.602,0.602,1.0,17.326932990233807,734,1954,41.222,76,1.5,1.491,11.492,66.13,18.406,43.655161,43.654984,2.986,0.057,6.914,0.085,9.059906005859377e-06,0.141,16.37734032492489,63.17665708155188,81.55555555555556,84,227,1,9,0,0
10.9.130.117_10.80.128.28_54931_53_17_1697631629.477017,10.80.128.28_53_17,95,2,1,1.576,36.721,6.198883056640625e-06,0.0,54931,53,0.4330127018922193,1.75,1674,0.979,0.979,1.0,0.9251853096265203,1639,3313,3990.991,71,1.75,1.75,146.367,37.054,289.674,2.664116,2.666777,3.709,1.049,143.307,1.836,1.0967254638671877e-05,2.885,1.009873809297368,18.69866305381216,78.04761904761905,86,227,1,21,0,0
10.9.130.117_10.80.128.28_54998_53_17_1697631629.477007,10.80.128.28_53_17,94,2,1,1.5,46.578,6.9141387939453125e-06,0.0,54998,53,0.2664693550105965,1.9230769230769231,1904,1.065,1.065,1.0,0.7586522144880075,2027,3931,4266.055,73,1.923,1.924,159.384,41.439,329.064,2.289381,2.289376,4.426,1.088,169.68,2.093,8.106231689453125e-06,3.181,0.7943230632705917,24.166091947189145,81.08,92,255,1,25,0,0
10.9.130.117_10.80.128.28_55202_53_17_1697631621.428766,10.80.128.28_53_17,80,2,1,0.764,59.663,5.960464477539063e-06,0.0,55202,53,0.3033887068256213,1.8974358974358967,5698,1.05,1.05,1.0,0.5738561724169097,5985,11683,4887.372,69,1.897,1.898,284.957,47.12,584.267,2.693056,2.692731,6.796,1.95,299.31,3.701,5.960464477539063e-06,5.651,0.7027157733100038,96.4363002193676,80.87837837837837,98,354,1,74,0,0
10.9.130.117_10.80.128.28_55637_53_17_1697631629.477007,10.80.128.28_53_17,92,2,1,1.303,45.4,6.9141387939453125e-06,0.0,55637,53,0.2664693550105965,1.9230769230769231,1829,1.074,1.074,1.0,0.7728760168853399,1964,3793,4414.747,74,1.923,1.924,153.106,39.762,317.512,2.271677,2.270374,3.275,1.088,164.406,2.093,9.059906005859377e-06,3.181,0.8207508207012303,34.06405730385035,78.56,85,255,1,25,0,0
10.11.43.134_171.13.83.71_59812_34630_17_1681622241.490995,171.13.83.71_34630_17,81,24,54,0.023,107.798,0.0,7.621162457412152,59812,34630,3.6093281467689935,3.493449781659389,2059264,0.042,0.042,6.930434782608696,0.1986898716278034,85586,2144850,9478000.0,81,0.502,0.502,216901.622,565.797,225916.368,4.210992,4.015927,0.972,167.896,9014.746,84.264,0.0,252.159,0.1453728348006715,548.6909512649174,106.9825,115,1307,1,800,1,1
10.11.43.134_39.165.228.29_64923_40129_17_1681620643.796648,39.165.228.29_40129_17,81,7,13,0.035,81.799,0.0,1.6854567646836496,64923,40129,0.977452296677474,1.5930408472012103,2255382,0.051,0.051,2.6283987915407856,0.6039166135581396,114925,2370307,9470000.0,81,0.605,0.605,64585.264,578.909,67876.264,19.219661,18.992375,3.578,49.827,3291.0,30.154,0.0,79.981,0.4758305637181539,549.9090833947008,109.14055080721748,123,1307,1,1053,1,1
10.11.43.134_111.76.92.186_59815_40354_17_1681622237.186526,111.76.92.186_40354_17,81,13,25,0.035,103.75,0.0,1.9515486749662465,59815,40354,0.9591459417106448,1.29375,992550,0.045,0.045,2.392523364485981,0.3181826047466961,44632,1037182,1894000.0,81,0.539,0.539,72096.317,571.258,75338.273,4.142725,4.114329,2.845,55.786,3241.955,30.072,0.0,85.857,0.2422213964861335,549.9090833947008,107.80676328502416,119,1307,1,414,1,1
10.11.43.134_183.138.167.96_64467_32901_17_1681621522.699735,183.138.167.96_32901_17,115,10,20,0.089,134.93,0.0,2.572288310417478,64467,32901,1.3530115411879622,1.8037383177570088,2485890,0.052,0.052,3.012461059190031,0.420415167738981,128158,2614048,254214.286,107,0.599,0.599,41961.615,578.487,44124.911,4.855021,4.702499,6.134,32.646,2163.296,19.547,0.0,52.193,0.3368133629043006,595.2016129010404,110.67184801381693,135,1307,1,1158,1,1
10.11.43.134_183.138.167.96_64467_32901_17_1681621646.665514,183.138.167.96_32901_17,115,32,64,0.0,133.36,0.0,10.036996334323575,64467,32901,4.965526431964671,3.665441176470588,2549138,0.042,0.042,7.286764705882353,0.4159352143499903,106715,2655853,494916.667,107,0.503,0.503,63634.589,566.928,66298.535,5.133916,5.139499,0.378,49.477,2663.946,24.888,0.0,74.365,0.2980699497761097,357.6,107.03610832497492,111,1307,1,997,1,1
10.11.43.134_220.179.188.197_55888_56780_17_1681628514.043029,220.179.188.197_56780_17,115,29,68,0.02,94.122,0.0,5.385920665043288,55888,56780,2.4535046556030093,2.5398936170212765,2467265,0.041,0.041,5.071808510638298,0.3735291248897291,102185,2569450,0.0,107,0.501,0.501,82067.09,564.856,85466.006,4.938021,5.021495,0.0,63.431,3398.916,31.766,0.0,95.197,0.2669292158393216,480.0,107.0,107,1307,1,955,1,1
10.11.43.134_112.51.60.78_64209_11291_17_1681631133.934761,112.51.60.78_11291_17,81,37,74,0.0,129.12,0.0,10.46390419635383,64209,11291,4.924225881170133,3.7886178861788617,1172727,0.043,0.043,7.40650406504065,1.543357065164477,49936,1222663,0.0,81,0.512,0.512,19545.45,568.198,20377.717,30.954298,30.719052,1.511,15.183,832.267,7.767,0.0,22.95,1.1152966448729014,0.0,107.1587982832618,111,1307,1,466,1,1
10.11.43.134_123.134.173.19_49670_38637_17_1681627974.907087,123.134.173.19_38637_17,115,43,85,0.0,117.525,0.0,11.958298072245755,49670,38637,5.818327424191266,4.054054054054054,2316468,0.042,0.042,8.09009009009009,0.4845796501093959,96300,2412768,11878000.0,107,0.501,0.501,51207.374,565.968,53336.163,5.006086,5.158436,0.0,39.702,2128.788,19.895,0.0,59.597,0.3469254924640241,357.6,107.0,107,1307,1,900,1,1
10.11.43.134_58.219.150.74_65397_39090_17_1681631333.895241,58.219.150.74_39090_17,115,9,16,0.01,108.689,0.0,2.315931795670973,65397,39090,1.3548368919945684,2.0605427974947808,1923894,0.057,0.057,3.1106471816283925,0.3185188014976419,108729,2032623,305085.714,107,0.662,0.662,62993.812,584.334,66553.911,4.665849,4.466542,3.532,48.787,3560.1,32.317,0.0,81.104,0.2702316860600004,478.4033444699148,110.161094224924,119,1307,1,987,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626272.323654,111.33.227.64_8274_17,95,30,61,1.03,178.313,0.0,10.239652343206746,54506,8274,5.038417415552777,5.512345679012346,2257882,0.043,0.043,10.962962962962964,0.4742599590486659,96248,2354130,24131.313,95,0.503,0.503,37772.384,568.068,39382.528,5.069472,4.869462,19.493,29.711,1610.145,14.939,0.0,44.65,0.3394289046877642,203.1888038254077,107.7805151175812,686,1307,1,893,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626335.154633,111.33.227.64_8274_17,115,20,41,0.0,162.993,0.0,8.495663405198972,54506,8274,4.1502291554156026,5.295081967213115,1648740,0.042,0.042,10.59016393442623,0.5476542763628148,69122,1717862,2375600.0,107,0.5,0.5,27497.79,566.966,28650.611,3.615238,3.61528,0.0,21.548,1152.821,10.774,0.0,32.322,0.3896168968795981,357.6,107.0,107,1307,1,646,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626398.17349,111.33.227.64_8274_17,115,29,57,0.0,162.648,0.0,12.258500452067263,54506,8274,6.21628929540499,6.65625,1562084,0.044,0.044,12.75,0.533645082004154,68773,1630857,0.0,107,0.522,0.522,27120.926,570.191,28314.964,3.628376,3.627668,2.101,21.251,1194.038,11.094,0.0,32.345,0.3891417142898473,357.6,107.62597809076682,115,1307,1,639,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626458.840325,111.33.227.64_8274_17,115,22,44,0.04,163.306,0.0,7.288952731985351,54506,8274,3.4834478954249937,4.062893081761007,1648680,0.042,0.042,8.125786163522013,0.5344542013279794,69122,1717802,8278000.0,107,0.5,0.5,27768.177,567.005,28932.377,3.580301,3.580733,0.0,21.761,1164.199,10.88,0.0,32.641,0.3801257355123478,586.9018316550053,107.0,107,1307,1,646,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626521.785158,111.33.227.64_8274_17,115,28,56,0.01,162.745,0.0,10.476489731713196,54506,8274,5.141227824498804,5.586206896551724,1649136,0.042,0.042,11.137931034482758,0.5394721448316578,69344,1718480,2135600.0,107,0.502,0.502,27533.784,567.313,28691.544,3.581908,3.585998,0.222,21.571,1157.759,10.819,0.0,32.39,0.3868902930868317,478.4033444699148,107.01234567901234,111,1307,1,648,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626585.743528,111.33.227.64_8274_17,115,31,62,0.04,162.67,0.0,13.73840038773179,54506,8274,6.900866453934256,7.511627906976744,1648756,0.042,0.042,15.023255813953488,0.5461989008017943,69122,1717878,1182571.429,107,0.5,0.5,27801.767,566.91,28967.321,4.06032,4.083384,0.0,21.786,1165.554,10.893,0.0,32.679,0.3886779172802297,586.9018316550053,107.0,107,1307,1,646,1,1
10.11.43.134_111.33.227.64_54506_8274_17_1681626648.66286,111.33.227.64_8274_17,115,32,64,0.023,162.834,0.0,8.016697450729254,54506,8274,4.081413221458655,3.2454545454545456,852532,0.046,0.046,6.072727272727272,0.4944440532894263,38843,891375,9478000.0,107,0.534,0.534,28266.039,571.534,29553.894,3.559775,3.563729,5.065,22.148,1287.855,11.836,0.0,33.984,0.365321730724864,548.6909512649174,108.80392156862744,127,1307,1,357,1,1
10.11.43.134_183.216.147.24_63479_19321_17_1681626132.376526,183.216.147.24_19321_17,115,61,107,0.01,123.288,0.0,19.99341196556965,63479,19321,11.96029482088541,8.717948717948717,1723035,0.042,0.042,17.141025641025642,0.5303195490223976,72848,1795883,5339000.0,107,0.509,0.509,43128.708,567.528,44952.141,5.126332,5.129586,0.708,33.466,1823.434,17.021,0.0,50.487,0.382695267856302,478.4033444699148,107.12941176470588,111,1307,1,680,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626250.554771,36.62.45.172_17163_17,95,31,61,1.031,185.982,0.0,7.194590501704523,49900,17163,3.804354075826616,3.141891891891892,2333834,0.043,0.043,6.212837837837838,0.4950758411475607,100208,2434042,28440.476,95,0.506,0.506,40343.55,569.148,42075.784,9.568383,9.380819,19.135,31.79,1732.234,16.076,0.0,47.866,0.3662848428917175,203.2330927777265,107.7505376344086,687,1307,1,930,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626311.449481,36.62.45.172_17163_17,115,15,32,0.01,178.573,0.0,5.120692508053213,49900,17163,2.50839431550186,3.1666666666666665,1782532,0.042,0.042,6.306306306306307,0.5136056295241558,75221,1857753,5339000.0,107,0.502,0.502,29802.247,569.127,31059.871,3.55733,3.564232,0.0,23.407,1257.624,11.753,0.0,35.16,0.3729644899253957,478.4033444699148,107.0,107,1307,1,703,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626374.816427,36.62.45.172_17163_17,115,27,53,0.023,162.706,0.0,7.313044071148452,49900,17163,3.681219983885634,3.6324324324324326,1705000,0.042,0.042,7.221621621621622,0.5203151377869225,71904,1776904,2369500.0,107,0.503,0.503,28477.418,567.45,29678.381,3.584025,3.575614,0.0,22.314,1200.962,11.224,0.0,33.538,0.3822108537170641,548.6909512649174,107.0,107,1307,1,672,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626434.888746,36.62.45.172_17163_17,115,43,85,0.04,171.095,0.0,8.194833528881292,49900,17163,4.096284256180145,3.852564102564103,1525183,0.042,0.042,7.72258064516129,0.5303289481671394,64307,1589490,2468.834,107,0.502,0.502,26900.594,568.013,28034.817,3.551241,3.566538,0.0,21.112,1134.222,10.6,0.0,31.712,0.3801028297822389,586.9018316550053,107.0,107,1307,1,601,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626494.931146,36.62.45.172_17163_17,115,46,91,0.023,175.207,0.0,10.869454087603703,49900,17163,5.378561762021996,4.253424657534247,1573609,0.042,0.042,8.401360544217686,0.5421174021392992,66447,1640056,947800.0,107,0.503,0.503,26289.912,568.972,27400.027,3.554895,3.56701,0.0,20.633,1110.114,10.375,0.0,31.008,0.3970478411442448,548.6909512649174,107.0,107,1307,1,621,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626554.98762,36.62.45.172_17163_17,115,15,30,0.01,228.006,0.0,5.956299186575502,49900,17163,2.977024247963298,3.432098765432099,686352,0.043,0.043,6.85,0.7826144333933488,29746,716098,3103.168,107,0.507,0.507,11494.565,572.246,11992.732,3.551606,3.744258,0.0,9.178,498.166,4.656,0.0,13.833,0.5712519102926955,478.4033444699149,107.0,107,1307,1,278,1,1
10.11.43.134_36.62.45.172_49900_17163_17_1681626618.255411,36.62.45.172_17163_17,115,31,60,0.01,202.328,0.0,7.685856926473122,49900,17163,3.902160876249496,3.863636363636364,1060726,0.043,0.043,7.618181818181818,0.6431507662499917,45475,1106201,3559333.333,107,0.507,0.507,17728.406,571.805,18488.451,3.63761,3.630149,0.0,14.006,760.045,7.103,0.0,21.109,0.4816770573185723,478.4033444699148,107.0,107,1307,1,425,1,1
10.9.130.55_183.251.123.87_55222_9861_17_1681713939.51285,183.251.123.87_9861_17,81,7,14,0.04,140.583,0.0,2.0191607379741288,55222,9861,0.9961869995305828,1.8883495145631068,994388,0.042,0.042,3.7572815533980575,1.6504554722760365,41597,1035985,1379666.667,81,0.503,0.503,19125.789,567.41,19925.854,31.076428,30.834222,1.317,14.887,800.065,7.482,0.0,22.369,1.180501923440486,586.9018316550053,106.9331619537275,107,1307,1,389,1,1
121.237.56.39_202.119.208.87_60619_80_6_1515752742.580565,202.119.208.87_80_6,246,1,1,2.215,556.0,0.0012569427490234,0.0,60619,80,0.0,1.0,1604,0.34,0.34,1.0,0.0,545,2149,226.453,246,0.5,0.5,459.073,469.86,615.054,0.0,0.0,0.0,0.572,155.982,0.286,0.0012569427490234,0.859,0.0,149.5,545.0,545,1358,1,1,2,2
117.89.109.155_223.2.96.15_55699_80_6_1515752742.589674,223.2.96.15_80_6,383,2,3,0.0,45.724,0.1052711009979248,0.0,55699,80,0.0,2.0,1341,0.744,0.744,3.0,0.0,998,2339,2222.717,383,0.667,0.667,1136.441,43.628,1982.203,0.209382,0.0,0.0,2.542,845.763,1.695,0.416295051574707,4.237,0.0520555,0.0,499.0,499,499,2,2,2,2
117.89.109.155_223.2.96.15_55697_80_6_1515752742.672205,223.2.96.15_80_6,0,7,0,0.0,0.0,0.1001369953155517,0.0,55697,80,0.0,7.0,0,0.0,0.0,0.0,0.0839198377038468,3493,3493,3345.638,498,0.0,0.0,0.0,1.309,3124.329,0.0,0.314996,1.309,0.0,3124.329,6.261,0.1969759464263916,6.261,0.0,0.5,499.0,502,502,7,7,2,2
202.119.32.154_106.37.213.12_61424_80_6_1515752742.761609,106.37.213.12_80_6,0,7,0,0.0,0.0,1.4644720554351809,0.0,61424,80,0.0,7.0,0,0.0,0.0,0.0,13.286539350702371,5021,5021,381.429,533,0.0,0.0,0.0,159.025,55.789,0.0,37.018877,159.025,0.0,55.789,0.078,2.800144910812378,0.078,0.0,0.0,717.2857142857143,858,858,7,7,2,2
