flow_id,3-tuple,down_min_len,up_slice_max,down_slice_max,top_10_bytes_ratio,down_pkt_standard_deviation,min_interval,down_slice_std,sport,dport,up_slice_std,up_slice_mean,down_bytes,bytes_ratio,flow_byte/s_raito,down_slice_mean,up_interval_std,up_bytes,sum_bytes,top_10_byte/s,min_len,pkt_ratio,flow_pkt/s_raito,down_byte/s,pkt_standard_deviation,flow_byte/s,down_max_interval,up_max_interval,up_pkt_standard_deviation,down_pkt/s,up_byte/s,up_pkt/s,top_10_time_min_interval,flow_pkt/s,down_interval_std,top_10_pkt_std,up_pkt_mean,up_max_len,max_len,up_slice_min,up_pkt_nums,tag,real_tag
202.119.32.153_45.115.144.100_25723_80_6_1515752742.764893,45.115.144.100_80_6,88,2,8,0.356,103.5,2.86102294921875e-06,0.0,25723,80,0.5,1.5,1532,0.535,0.535,8.0,0.0,819,2351,20.776,88,0.375,0.373,12.769,95.437,19.595,19.998307,69.989321,0.0,0.067,6.826,0.025,2.86102294921875e-06,0.092,8.805260072384211,98.14560611662654,273.0,273,295,1,3,2,2
202.119.32.152_45.115.144.100_48228_80_6_1515752742.77113,45.115.144.100_80_6,88,1,6,0.662,103.01,2.86102294921875e-06,1.8856180831641267,48228,80,0.0,1.0,1910,0.429,0.429,3.333333333333333,0.0,819,2729,41.096,88,0.3,0.301,27.275,96.726,38.971,29.995948,9.998621,0.0,0.143,11.695,0.043,2.86102294921875e-06,0.186,9.16118836482331,96.39730286683336,273.0,273,295,1,3,2,2
202.119.32.152_45.115.144.100_46702_80_6_1515752742.771195,45.115.144.100_80_6,88,3,2,0.0,103.5,3.0994415283203125e-06,0.0,46702,80,0.816496580927726,2.0,766,2.138,2.138,2.0,8.290218597299788,1638,2404,27.304,88,1.5,1.528,6.965,76.675,21.858,19.999256,29.995768,0.0,0.036,14.893,0.055,9.998587131500244,0.091,8.164660848984576,0.0,273.0,273,295,1,6,2,2
202.119.32.152_45.115.144.100_50814_80_6_1515752742.771551,45.115.144.100_80_6,88,1,6,0.925,103.5,3.814697265625e-06,2.0,50814,80,0.0,1.0,1532,0.356,0.356,4.0,0.0,546,2078,28.355,88,0.25,0.247,13.925,98.146,18.888,39.995418,0.0,0.0,0.073,4.963,0.018,3.814697265625e-06,0.091,15.776898313387536,11.0,273.0,273,295,1,2,2,2
202.119.32.152_45.115.147.74_63239_80_6_1515752742.771674,45.115.147.74_80_6,88,2,4,0.95,103.5,7.605552673339844e-05,0.9428090415820634,63239,80,0.4714045207910317,1.6666666666666667,1532,0.891,0.891,2.6666666666666665,18.85341938279005,1365,2897,28.017,88,0.625,0.629,17.01,90.356,32.165,29.991814,49.993253,0.0,0.089,15.156,0.056,7.605552673339844e-05,0.144,11.925936499638263,89.56277128360868,273.0,273,295,1,5,2,2
117.89.109.155_223.2.96.15_55700_80_6_1515752742.921852,223.2.96.15_80_6,585,3,1,0.855,0.0,0.1062421798706054,0.0,55700,80,0.0,3.0,585,2.561,2.561,1.0,0.2092805,1498,2083,5710.526,498,3.0,3.0,712.546,37.104,2537.15,0.0,0.524803,0.943,1.218,1824.604,3.654,0.1897108554840088,4.872,0.0,42.5,499.3333333333333,500,585,3,3,2,2
202.119.32.155_202.114.91.6_56152_80_6_1515752743.035088,202.114.91.6_80_6,443,3,1,0.0,0.0,0.0112490653991699,0.0,56152,80,0.0,3.0,443,4.011,4.011,1.0,0.0,1777,2220,23.951,443,3.0,2.95,8.702,83.202,43.609,0.0,4.717629,60.456,0.02,34.907,0.059,4.7176289558410645,0.079,0.0,29.0,592.3333333333334,671,671,3,3,2,2
202.119.32.155_222.28.152.165_33474_80_6_1515752743.357595,222.28.152.165_80_6,370,7,1,0.0,0.0,1.8611698150634768,0.0,33474,80,0.0,7.0,370,10.051,10.051,1.0,4.059453220871284,3719,4089,284.922,330,7.0,7.0,8.854,106.2,97.844,0.0,14.356998,98.173,0.024,88.99,0.168,2.706325054168701,0.191,0.0,55.5,531.2857142857143,614,614,7,7,2,2
36.149.221.141_223.2.96.8_55469_80_6_1515752743.521541,223.2.96.8_80_6,723,5,1,2.261,281.0,0.0280458927154541,0.0,55469,80,1.4142135623730951,3.0,2008,2.548,2.548,1.0,6.140482229961791,5117,7125,171.359,517,4.5,4.471,50.963,214.721,180.833,26.732055,15.700837,65.793,0.051,129.87,0.228,0.0280458927154541,0.279,0.0,223.94081807477616,568.5555555555555,738,1285,2,9,2,2
114.212.189.147_115.25.209.39_35604_80_6_1515752743.553805,115.25.209.39_80_6,0,7,0,0.0,0.0,0.2145018577575683,0.0,35604,80,0.0,7.0,0,0.0,0.0,0.0,3.181888421372126,4670,4670,5874.419,628,0.0,0.0,0.0,22.987,145.605,0.0,11.873159,22.987,0.0,145.605,0.218,0.2145018577575683,0.218,0.0,3.5,667.1428571428571,686,686,7,7,2,2
124.161.3.227_202.119.32.154_63142_80_6_1515752743.582434,202.119.32.154_80_6,0,2,0,0.0,0.0,4.0531158447265625e-06,0.0,63142,80,0.0,2.0,0,0.0,0.0,0.0,0.0,1566,1566,0.0,68,0.0,0.0,0.0,715.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,4.0531158447265625e-06,0.0,0.0,715.0,783.0,1498,1498,2,2,2,2
202.119.32.154_222.28.152.165_29464_80_6_1515752743.672309,222.28.152.165_80_6,78,3,3,0.0,128.886,3.0994415283203125e-06,0.0,29464,80,0.0,3.0,778,1.986,1.986,3.0,0.0,1545,2323,821.38,78,1.0,1.0,62.49,182.023,186.586,3.598316,7.200098,130.272,0.241,124.096,0.241,1.4780781269073486,0.482,1.7991565,8.0,515.0,615,615,3,3,2,2
202.119.32.154_222.28.152.166_28479_80_6_1515752743.702522,222.28.152.166_80_6,0,5,0,0.0,0.0,1.3657820224761963,0.0,28479,80,0.0,5.0,0,0.0,0.0,0.0,2.537233678720324,3471,3471,422.35,317,0.0,0.0,0.0,310.196,257.531,0.0,7.069821,310.196,0.0,257.531,0.371,2.080759048461914,0.371,0.0,195.5,694.2,1197,1197,5,5,2,2
114.212.189.147_115.25.209.39_35750_80_6_1515752743.702581,115.25.209.39_80_6,0,14,0,0.0,0.0,0.0914030075073242,0.0,35750,80,0.0,14.0,0,0.0,0.0,0.0,2.141937006560318,9215,9215,415.294,622,0.0,0.0,0.0,15.516,288.645,0.0,6.777852,15.516,0.0,288.645,0.439,0.0914030075073242,0.439,0.0,17.368074159215233,658.2142857142857,674,674,14,14,2,2
114.212.189.147_115.25.209.39_36018_80_6_1515752743.734338,115.25.209.39_80_6,0,13,0,0.0,0.0,0.3084559440612793,0.0,36018,80,0.0,13.0,0,0.0,0.0,0.0,2.221698302061386,8618,8618,235.451,624,0.0,0.0,0.0,12.517,270.216,0.0,6.989164,12.517,0.0,270.216,0.408,0.3084559440612793,0.408,0.0,13.670771741200276,662.9230769230769,674,674,13,13,2,2
202.119.32.155_222.28.152.166_45661_80_6_1515752743.772533,222.28.152.166_80_6,0,6,0,0.0,0.0,2.1552510261535645,0.0,45661,80,0.0,6.0,0,0.0,0.0,0.0,1.4793563341596196,4240,4240,469.225,443,0.0,0.0,0.0,197.203,243.356,0.0,6.038076,197.203,0.0,243.356,0.344,2.892332077026367,0.344,0.0,235.5,706.6666666666666,1008,1008,6,6,2,2
180.108.33.127_121.248.63.93_1827_80_6_1515752743.793835,121.248.63.93_80_6,281,2,3,0.0,524.946,5.0067901611328125e-06,0.0,1827,80,0.0,2.0,2309,0.522,0.522,3.0,0.0,1206,3515,4766.798,281,0.667,0.667,6173.797,414.738,9398.396,0.119062,0.0,0.0,8.021,3224.599,5.348,0.0013678073883056,13.369,0.0595285,0.0,603.0,603,1498,2,2,2,2
202.119.32.153_45.115.144.100_42369_80_6_1515752743.798436,45.115.144.100_80_6,88,3,2,0.0,103.5,2.86102294921875e-06,0.0,42369,80,0.0,3.0,766,2.138,2.138,2.0,6.3236439554853305,1638,2404,0.0,88,1.5,1.515,6.386,76.675,20.042,59.990983,29.995662,0.0,0.033,13.656,0.05,3.0994415283203125e-06,0.083,29.99549,103.5,273.0,273,295,3,6,2,2
202.112.23.167_180.149.134.221_52404_80_6_1515752744.28647,180.149.134.221_80_6,342,5,3,1.468,0.0,0.0340540409088134,0.6666666666666666,52404,80,1.3333333333333333,1.6666666666666667,4104,1.835,1.835,1.3333333333333333,5.619804668311218,7530,11634,100.045,342,1.25,1.255,34.937,79.505,99.039,36.361816,21.102297,0.0,0.102,64.102,0.128,0.0343151092529296,0.23,9.327689370836316,80.0,502.0,502,502,1,15,2,2
117.136.45.146_121.248.63.94_8693_80_6_1515752744.305225,121.248.63.94_80_6,542,1,2,0.538,11.876,0.0009670257568359,0.4330127018922193,8693,80,0.0,1.0,2778,0.429,0.429,1.25,0.0473679999999999,1192,3970,880000.0,288,0.8,0.8,2478.145,128.398,3541.481,0.719846,0.345205,7.211,4.46,1063.336,3.568,0.0011861324310302,8.029,0.2592907194853877,132.0,298.0,308,572,1,4,2,2
117.136.45.146_121.248.63.93_6061_80_6_1515752744.369749,121.248.63.93_80_6,542,1,2,0.54,9.104,0.0408051013946533,0.5,6061,80,0.0,1.0,1664,0.356,0.356,1.5,0.0,592,2256,5484.076,290,0.667,0.667,5350.482,126.973,7254.019,0.09539,0.0,6.0,9.646,1903.537,6.431,0.0590119361877441,16.077,0.018189,128.5,296.0,302,563,1,2,2,2
10.11.33.44_1.181.154.17_8000_13407_17_1705750264.804263,1.181.154.17_13407_17,129,1,16,0.025,49.208,0.0,3.499889768987265,8000,13407,0.0,1.0,438294,0.01,0.01,11.02777777777778,0.0240793389588227,4516,442810,36592.76,79,0.093,0.093,139717.565,278.266,141157.157,0.165416,0.215693,15.203,126.554,1439.592,11.795,0.0,138.349,0.0239004537998463,457.95939776360086,122.05405405405403,143,1114,1,37,3,3
10.11.33.44_1.204.25.115_8000_2671_17_1705750285.983097,1.204.25.115_2671_17,129,6,96,0.025,51.883,0.0,16.223054582907622,8000,2671,0.9123280382981346,1.1724137931034482,394084,0.01,0.01,12.75,0.0284176460379786,4119,398203,31287.938,79,0.095,0.095,169207.385,281.342,170975.955,0.219311,0.095619,14.876,153.285,1768.57,14.599,0.0,167.883,0.0228016829079375,454.93833648089054,121.1470588235294,143,1114,1,34,3,3
10.11.33.44_1.207.70.111_8000_19887_17_1705750264.794876,1.207.70.111_19887_17,129,1,16,0.025,49.731,0.0,3.503234656888472,8000,19887,0.0,1.0,429504,0.01,0.01,11.114285714285714,0.0250675939120741,4405,433909,31992.063,79,0.093,0.093,136523.84,277.511,137924.031,0.202176,0.213614,15.299,123.649,1400.191,11.443,0.0,135.092,0.02508279237714,456.3171703979591,122.36111111111111,143,1114,1,36,3,3
10.11.33.44_49.89.229.121_8000_8000_17_1705750264.794612,49.89.229.121_8000_17,129,3,12,0.025,70.318,0.0,2.18172509396424,8000,8000,0.3996526269427266,1.0833333333333333,212590,0.014,0.014,8.391304347826088,0.2493910570810429,2943,215533,72612.613,79,0.135,0.135,67596.184,326.45,68531.955,0.093242,1.291746,11.981,61.367,935.771,8.267,0.0,69.634,0.0223611791553719,456.1857077989182,113.1923076923077,143,1114,1,26,3,3
10.11.33.44_58.208.105.27_8000_32384_17_1705750285.982372,58.208.105.27_32384_17,129,1,14,0.025,50.983,0.0,3.08615861549597,8000,32384,0.0,1.0,451241,0.011,0.011,10.225,0.0264241197343582,4880,456121,36538.462,79,0.1,0.1,193748.819,287.397,195844.139,0.178855,0.102889,11.52,175.612,2095.32,17.604,0.0,193.216,0.0191399892395392,457.1645764929737,119.02439024390245,135,1114,1,41,3,3
10.11.33.44_60.161.15.113_8000_40781_17_1705750285.987555,60.161.15.113_40781_17,129,2,16,0.025,61.053,0.0,3.09218369441403,8000,40781,0.1959591794226542,1.04,283498,0.011,0.011,10.28,0.0210539565580914,3087,286585,29434.307,79,0.101,0.101,120791.649,290.256,122106.945,0.204686,0.144995,14.032,109.501,1315.296,11.078,0.0,120.579,0.02891612882592,456.5,118.73076923076924,143,1114,1,26,3,3
10.11.33.44_106.226.206.240_8000_41339_17_1705750264.795447,106.226.206.240_41339_17,129,1,16,0.025,48.722,0.0,3.4792508198387235,8000,41339,0.0,1.0,447122,0.01,0.01,10.945945945945946,0.0270198443427193,4627,451749,35095.652,79,0.094,0.094,142123.967,279.016,143594.723,0.187479,0.227478,15.106,128.735,1470.757,12.079,0.0,140.814,0.023600491037281,456.98026215581785,121.76315789473684,143,1114,1,38,3,3
10.11.33.44_111.122.137.253_8000_46623_17_1705750285.986438,111.122.137.253_46623_17,129,2,16,0.025,60.084,0.0,2.8289120672486385,8000,46623,0.1888525745775105,1.037037037037037,292128,0.011,0.011,9.814814814814817,0.0143303685451747,3277,295405,33110.656,79,0.106,0.106,124627.986,295.288,126026.024,0.178999,0.148437,12.858,113.055,1398.038,11.945,0.0,125.0,0.0268825197046586,457.4239718248269,117.03571428571428,143,1114,1,28,3,3
10.11.33.44_113.95.240.164_8000_20482_17_1705750285.986622,113.95.240.164_20482_17,129,6,96,0.025,51.873,0.0,16.223054582907622,8000,20482,0.9123280382981346,1.1724137931034482,394074,0.01,0.01,12.75,0.0288248016591181,4119,398193,33028.571,79,0.095,0.095,169421.324,281.333,171192.175,0.19373,0.098704,14.876,153.482,1770.851,14.617,0.0,168.1,0.0224702592042649,458.2771650431647,121.1470588235294,143,1114,1,34,3,3
10.11.33.44_114.107.108.70_8000_35559_17_1705750264.799546,114.107.108.70_35559_17,129,1,31,0.025,44.774,0.0,5.819996859079663,8000,35559,0.0,1.0,531328,0.01,0.01,11.186046511627907,0.0315607353616667,5405,536733,42594.737,79,0.091,0.091,169158.867,275.446,170879.656,0.166804,0.203959,15.249,153.136,1720.79,14.008,0.0,167.144,0.0209511270445114,458.34878640616034,122.8409090909091,143,1114,1,44,3,3
10.11.33.44_116.252.105.203_8000_20247_17_1705750264.795256,116.252.105.203_20247_17,129,1,16,0.025,49.707,0.0,3.503234656888472,8000,20247,0.0,1.0,429524,0.01,0.01,11.114285714285714,0.0241530744032492,4405,433929,32873.469,79,0.093,0.093,136530.197,277.521,137930.388,0.188559,0.209486,15.299,123.649,1400.191,11.443,0.0,135.092,0.024860326673471,455.7835451176359,122.36111111111111,143,1114,1,36,3,3
10.11.33.44_116.252.250.55_8000_25763_17_1705750285.982558,116.252.250.55_25763_17,129,2,32,0.025,57.203,0.0,4.865932173629976,8000,25763,0.1824656076596269,1.0344827586206895,323291,0.011,0.011,10.464285714285714,0.0150762350778451,3547,326838,33053.061,79,0.102,0.102,138811.078,291.125,140334.049,0.204486,0.091697,13.366,125.805,1522.971,12.881,0.0,138.686,0.0252191097048684,458.6638856504837,118.23333333333332,143,1114,1,30,3,3
10.11.33.44_117.41.152.27_8000_18880_17_1705750264.797903,117.41.152.27_18880_17,129,1,16,0.025,46.937,0.0,3.502766763574189,8000,18880,0.0,1.0,482581,0.01,0.01,10.925,0.0194654277827794,4992,487573,39553.922,79,0.094,0.094,153541.521,278.814,155129.812,0.18268,0.137687,15.104,139.039,1588.291,13.045,0.0,152.084,0.0228330319607003,456.7694057180275,121.7560975609756,143,1114,1,41,3,3
10.11.33.44_117.65.226.64_8000_20146_17_1705750285.985898,117.65.226.64_20146_17,129,2,22,0.025,45.749,0.0,3.398188997560371,8000,20146,0.1413919026586838,1.020408163265306,563033,0.011,0.011,10.408163265306122,0.0253283289410101,5995,569028,55294.521,79,0.098,0.098,239486.601,284.016,242036.58,0.133574,0.080996,12.007,216.929,2549.979,21.268,0.0,238.197,0.0162555245929284,457.0321761101728,119.9,143,1114,1,50,3,3
10.11.33.44_122.227.41.26_8000_18807_17_1705750264.799905,122.227.41.26_18807_17,129,1,22,0.025,46.514,0.0,3.906324999280014,8000,18807,0.0,1.0,491572,0.01,0.01,11.125,0.0276682492666342,5024,496596,41451.282,79,0.092,0.092,156501.751,276.602,158101.242,0.17336,0.205161,15.353,141.675,1599.491,13.053,0.0,154.728,0.0220097632475769,457.6918286358191,122.53658536585364,143,1114,1,41,3,3
10.11.33.44_124.226.63.110_8000_47051_17_1705750285.982186,124.226.63.110_47051_17,129,2,16,0.025,57.188,0.0,2.9751247738100672,8000,47051,0.1824656076596269,1.0344827586206895,323234,0.011,0.011,10.10344827586207,0.0102129185745284,3547,326781,34660.944,79,0.102,0.102,136905.548,291.067,138407.878,0.185211,0.087635,13.366,124.1,1502.33,12.706,0.0,136.806,0.025114792520883,457.2269020956663,118.23333333333332,143,1114,1,30,3,3
10.11.33.44_144.255.87.104_8000_11324_17_1705750264.798269,144.255.87.104_11324_17,129,1,16,0.025,48.983,0.0,3.506854396391048,8000,11324,0.0,1.0,442837,0.01,0.01,10.83783783783784,0.0199420404610461,4611,447448,35466.96,79,0.095,0.095,140941.12,280.379,142408.657,0.196662,0.154523,15.177,127.626,1467.537,12.094,0.0,139.72,0.0249716149110665,455.5841195652017,121.34210526315788,143,1114,1,38,3,3
10.11.33.44_171.94.68.47_8000_5926_17_1705750285.988838,171.94.68.47_5926_17,129,1,13,0.025,62.94,0.0,2.889739039424898,8000,5926,0.0,1.0,265537,0.011,0.011,9.26923076923077,0.0482726195105436,3023,268560,32959.184,79,0.108,0.108,114062.285,298.27,115360.825,0.332152,0.319398,13.031,103.522,1298.54,11.168,0.0,114.691,0.0329120983313212,457.1586704854234,116.26923076923076,143,1114,1,26,3,3
10.11.33.44_180.111.222.109_8000_54787_17_1705750264.80045,180.111.222.109_54787_17,129,1,16,0.025,38.956,0.0,3.4393124925874656,8000,54787,0.0,1.0,703736,0.01,0.01,11.175438596491228,0.0345357643289451,7135,710871,66221.311,79,0.091,0.091,224119.745,274.1,226392.038,0.107993,0.206819,14.608,202.866,2272.293,18.471,0.0,221.338,0.016642740132835,457.42637658971967,123.01724137931036,143,1114,1,58,3,3
10.11.33.44_183.11.68.98_8000_49649_17_1705750264.797328,183.11.68.98_49649_17,129,1,16,0.025,48.704,0.0,3.4792508198387235,8000,49649,0.0,1.0,446981,0.01,0.01,10.945945945945946,0.026529311646798,4627,451608,39563.725,79,0.094,0.094,142214.763,278.917,143686.923,0.174072,0.222992,15.106,128.858,1472.16,12.09,0.0,140.948,0.0232522631590975,456.9103741435513,121.76315789473684,143,1114,1,38,3,3
10.11.33.44_220.170.57.14_8000_15337_17_1705750285.989942,220.170.57.14_15337_17,129,2,32,0.025,58.734,0.0,4.789504975177839,8000,15337,0.2533954906327426,1.0689655172413792,336128,0.011,0.011,10.517241379310343,0.0179651430987581,3674,339802,35469.298,79,0.102,0.102,142668.93,290.109,144228.353,0.171125,0.09113,13.239,129.457,1559.423,13.158,0.0,142.615,0.024664584042301,457.9469510762136,118.51612903225806,143,1114,1,31,3,3
10.11.33.44_220.174.87.154_8000_29702_17_1705750285.982918,220.174.87.154_29702_17,129,3,31,0.025,57.303,0.0,4.708871349671288,8000,29702,0.3711537444790451,1.0714285714285714,322176,0.011,0.011,10.428571428571429,0.015147736104635,3547,325723,32268.0,79,0.103,0.103,137271.41,291.521,138782.701,0.198754,0.089412,13.366,124.414,1511.291,12.782,0.0,137.196,0.0249312065272403,456.64122678531777,118.23333333333332,143,1114,1,30,3,3
10.11.33.44_36.63.72.193_8000_63700_17_1705750471.090078,36.63.72.193_63700_17,129,2,32,0.025,39.554,0.0,4.236272048742113,8000,63700,0.1084575426088606,1.011904761904762,1210932,0.009,0.009,13.204819277108436,0.0102987719554513,11104,1222036,29715.867,79,0.078,0.078,220530.322,254.684,222552.541,0.17038,0.125668,15.582,199.599,2022.218,15.48,0.0,215.079,0.0176326499475597,455.7150535148032,130.63529411764705,143,1114,1,85,3,3
10.11.33.44_113.77.54.105_8000_58206_17_1705750471.089886,113.77.54.105_58206_17,129,2,32,0.025,29.583,0.0,4.110902351137712,8000,58206,0.1078253104695491,1.011764705882353,1234747,0.009,0.009,13.297619047619047,0.009972290183445,11267,1246014,34961.039,79,0.077,0.077,224867.419,252.689,226919.323,0.198575,0.123205,15.094,203.424,2051.903,15.662,0.0,219.086,0.0175418172670411,457.23215110051046,131.01162790697674,143,1114,1,86,3,3
10.11.33.44_116.5.184.196_8000_30734_17_1705750471.090645,116.5.184.196_30734_17,129,1,16,0.025,48.029,0.0,3.741657386773941,8000,30734,0.0,1.0,1191066,0.009,0.009,13.0,0.0074569107760806,10957,1202023,27212.121,79,0.078,0.078,216951.913,256.229,218947.723,0.203514,0.123326,15.741,196.539,1995.811,15.301,0.0,211.84,0.0176914474220715,457.6268785812302,130.4404761904762,143,1114,1,84,3,3
10.11.32.122_36.155.185.83_49230_8000_17_1704563532.76599,36.155.185.83_8000_17,71,11,10,1.438,34.16,0.0,1.0203113736987308,49230,8000,0.739362006314646,1.2355134825014342,568528,1.025,1.025,1.364027538726334,0.0333851752947698,582808,1151336,763.774,68,0.906,0.906,7008.654,33.463,14193.348,1.998975,2.000517,30.62,58.618,7184.694,53.095,9.5367431640625e-07,111.714,0.0337663530230522,194.7631638683249,135.31646157418157,678,678,1,4307,4,4
10.11.32.122_36.155.248.37_49269_18005_17_1704555648.41414,36.155.248.37_18005_17,71,20,19,1.459,34.032,0.0,1.0514835801433218,49269,18005,0.7756999735304108,1.230884109916368,546868,1.008,1.008,1.3560334528076463,0.0542777430109929,551047,1097915,524.034,68,0.908,0.908,6746.127,33.887,13543.805,2.005015,2.00427,32.331,56.005,6797.678,50.836,1.1920928955078125e-06,106.842,0.0531975140215158,195.80921837339528,133.71681630672168,679,679,1,4121,4,4
10.11.32.122_36.155.190.178_49290_8000_17_1704560760.329203,36.155.190.178_8000_17,71,10,25,1.461,34.454,0.0,1.1806323334309292,49290,8000,0.8313172196469973,1.400340136054422,543765,0.988,0.988,1.5486394557823129,0.0537726597018388,537002,1080767,520.921,68,0.904,0.904,6710.331,34.522,13337.204,1.999388,1.999952,33.664,56.186,6626.873,50.806,9.5367431640625e-07,106.992,0.0521345180593658,195.756583541908,130.43526839931988,678,678,1,4117,4,4
10.11.32.122_223.109.252.34_49315_8000_17_1704561280.148554,223.109.252.34_8000_17,71,15,25,1.461,34.317,0.0,1.2257603417851275,49315,8000,0.8702543062453696,1.2848837209302326,522434,0.993,0.993,1.42312661498708,0.0641618093014471,518957,1041391,521.308,68,0.903,0.903,6443.756,33.588,12844.627,2.013145,2.002556,31.609,54.344,6400.871,49.065,9.5367431640625e-07,103.409,0.0624370111714989,195.756583541908,130.45676219205632,678,678,1,3978,4,4
10.11.32.122_223.109.252.11_49329_8000_17_1704563792.656367,223.109.252.11_8000_17,71,9,13,1.461,34.469,0.0,1.056932290028522,49329,8000,0.767217027416846,1.3285266457680251,561015,0.906,0.906,1.4648902821316614,0.0439516052110973,508220,1069235,520.534,68,0.907,0.907,6911.009,35.149,13171.65,2.004845,2.004425,35.883,57.566,6260.64,52.207,0.0,109.772,0.0433875663622745,195.756583541908,119.91977347805567,678,678,1,4238,4,4
10.11.32.122_223.109.252.100_50169_8000_17_1704562059.89972,223.109.252.100_8000_17,71,8,12,1.204,34.611,0.0,1.0519411169865718,50169,8000,0.7480711062695594,1.2685046448906203,557694,1.011,1.011,1.3983812949640289,0.0428494973183738,563640,1121334,544.343,68,0.907,0.907,6879.166,32.975,13831.676,2.001049,2.000691,29.468,57.543,6952.51,52.214,9.5367431640625e-07,109.757,0.0422613572325962,194.43878213977789,133.15379163713678,679,679,1,4233,4,4
10.11.32.122_223.109.252.82_50174_8000_17_1704564139.272624,223.109.252.82_8000_17,71,19,21,1.46,34.635,0.0,1.290277129582685,50174,8000,1.0311859341145388,1.371277299801456,545357,1.016,1.016,1.511912640635341,0.0520634428721742,553941,1099298,523.798,68,0.907,0.907,6724.003,34.121,13553.843,2.001573,2.001547,31.905,56.334,6829.84,51.094,0.0001180171966552,107.427,0.0516485307994304,195.63335605156905,133.67302123552125,679,679,1,4144,4,4
10.11.32.122_36.155.185.124_50404_8000_17_1704559720.497498,36.155.185.124_8000_17,71,12,24,1.458,34.702,0.0,1.2188668316231612,50404,8000,0.929906675943808,1.3668515950069349,520097,1.004,1.004,1.5121359223300972,0.0678123110038793,522097,1042194,523.916,68,0.904,0.904,6409.24,34.317,12843.126,2.005897,2.003439,32.511,53.741,6433.886,48.578,9.5367431640625e-07,102.319,0.0658080790605941,195.756583541908,132.44469812278032,679,679,1,3942,4,4
10.11.32.122_223.109.252.86_50471_8000_17_1704558594.171483,223.109.252.86_8000_17,71,37,47,1.204,34.47,0.0,1.3554483742827284,50471,8000,1.1148484552669875,1.3019271948608138,556532,1.037,1.037,1.4280905752753978,0.0406525491081163,577223,1133755,572.928,68,0.912,0.912,6860.771,34.017,13976.614,2.001013,2.001819,31.351,57.533,7115.844,52.467,0.0,110.0,0.0424301278048546,194.26757320767663,135.62570488721803,678,678,1,4256,4,4
10.11.32.122_223.109.252.86_50495_8000_17_1704561800.04901,223.109.252.86_8000_17,71,23,31,1.204,34.069,0.0,1.2796537342404306,50495,8000,0.9293189390091952,1.3884057971014492,576596,1.02,1.02,1.5318943298969072,0.0323041714303535,588083,1164679,852.623,68,0.907,0.907,7118.557,33.056,14378.931,1.998971,2.000689,29.953,58.704,7260.374,53.223,0.0,111.927,0.0335777051023126,194.26757320767663,136.4145209928091,678,678,1,4311,4,4
