flow_id,3-tuple,down_min_len,up_slice_max,down_slice_max,top_10_bytes_ratio,down_pkt_standard_deviation,min_interval,down_slice_std,sport,dport,up_slice_std,up_slice_mean,down_bytes,bytes_ratio,flow_byte/s_raito,down_slice_mean,up_interval_std,up_bytes,sum_bytes,top_10_byte/s,min_len,pkt_ratio,flow_pkt/s_raito,down_byte/s,pkt_standard_deviation,flow_byte/s,down_max_interval,up_max_interval,up_pkt_standard_deviation,down_pkt/s,up_byte/s,up_pkt/s,top_10_time_min_interval,flow_pkt/s,down_interval_std,top_10_pkt_std,up_pkt_mean,up_max_len,max_len,up_slice_min,up_pkt_nums,tag,real_tag
172.16.112.194_197.218.177.69_3207_25_6_898690960.497953,197.218.177.69_25_6,73,1,1,0.788,20.414,0.0002179145812988,0.0,3207,25,0.0,1.0,768,1.714,1.714,1.0,0.0005165815252428,1316,2084,183400.0,60,0.875,0.875,85333.333,191.551,231555.556,0.0025,0.002198,271.357,888.889,146222.222,777.778,0.0002299547195434,1666.667,0.000639170556268,20.22399564873371,188.0,852,852,1,7,6,6
172.16.112.194_135.8.60.182_3208_25_6_898690961.526486,135.8.60.182_25_6,73,1,1,0.794,19.28,0.0002269744873046,0.0,3208,25,0.0,1.0,765,1.722,1.722,1.0,0.0005155104266646,1317,2082,152500.0,60,0.875,0.875,85000.0,191.516,231333.333,0.002596,0.002221,271.305,888.889,146333.333,777.778,0.0002369880676269,1666.667,0.0006689338324694,19.236683705878203,188.1428571428572,852,852,1,7,6,6
172.16.114.169_135.13.216.191_3209_25_6_898691031.633279,135.13.216.191_25_6,73,2,1,0.788,19.147,0.0002460479736328,0.0,3209,25,0.3499271061118826,1.1428571428571428,759,2.69,2.69,1.0,0.003717106006186,2042,2801,20477.273,60,1.0,1.0,12650.0,254.887,46683.333,0.014542,0.011662,341.626,133.333,34033.333,133.333,0.0002549886703491,266.667,0.0050955999128878,19.20130203918474,255.25,1078,1078,1,8,6,6
172.16.114.50_197.182.91.233_1091_25_6_898691034.348021,197.182.91.233_25_6,73,3,1,0.787,19.486,0.0002310276031494,0.0,1091,25,0.6998542122237652,1.2857142857142858,762,5.293,5.293,1.0,0.247612458695255,4033,4795,113250.0,60,1.125,1.125,939.581,432.358,5912.454,0.755243,0.755811,542.371,9.864,4972.873,11.097,0.0002310276031494,20.962,0.27795873848394,19.57140771636011,448.1111111111111,1514,1514,1,9,6,6
192.168.1.5_27.43.199.64_55938_40025_17_1690695270.245382,27.43.199.64_40025_17,106,2,2,0.981,17.991,0.0,0.2420614591379635,55938,40025,0.3812200410828153,1.8235294117647056,3862,1.037,1.037,1.9375,1.1860828613737078,4006,7868,10803.419,106,1.0,1.0,133.444,21.329,271.863,2.708213,2.62653,23.988,1.071,138.42,1.071,0.0002369880676269,2.142,1.2275838756893285,20.819221887476967,129.2258064516129,154,154,1,31,7,7
192.168.1.5_27.45.64.145_64925_37407_17_1690695021.67353,27.45.64.145_37407_17,106,4,4,1.056,17.96,0.0,0.7637626158259734,64925,37407,0.9897433186107868,2.142857142857143,1878,1.026,1.026,2.5,0.8230990691534369,1926,3804,3138.756,106,1.0,1.0,245.844,21.226,497.971,2.579633,2.4482,23.947,1.964,252.127,1.964,0.0,3.927,0.9065186317911788,21.09407499749633,128.4,154,154,1,15,7,7
192.168.1.5_27.45.64.145_64365_53731_17_1690695035.667434,27.45.64.145_53731_17,106,4,3,1.056,17.989,0.0,0.2672612419124244,64365,53731,0.4987228587060335,1.9642857142857144,6980,1.021,1.021,2.0,1.1614290606383522,7126,14106,4402.685,106,0.982,0.982,113.553,21.322,229.482,3.076042,2.619548,23.996,0.911,115.928,0.895,0.0,1.806,1.2929884071217326,21.09407499749633,129.56363636363636,154,154,1,55,7,7
192.168.1.5_27.152.51.164_57631_36218_17_1690697911.32257,27.152.51.164_36218_17,106,3,3,0.981,17.937,9.5367431640625e-07,0.3919183588453084,57631,36218,0.455083060238432,1.8461538461538465,6024,1.02,1.02,1.92,1.2219271567826202,6144,12168,11490.909,106,1.0,1.0,126.624,21.176,255.77,2.747059,2.64879,23.917,1.009,129.146,1.009,9.5367431640625e-07,2.018,1.2491776606208873,20.819221887476967,128.0,154,154,1,48,7,7
192.168.1.5_36.57.165.90_54997_25454_17_1690696802.55415,36.57.165.90_25454_17,106,2,2,0.981,17.986,0.0,0.2664693550105965,54997,25454,0.2641509433962263,1.9245283018867925,12472,1.059,1.059,1.9230769230769231,1.2616298775751895,13212,25684,12153.846,106,1.02,1.02,104.761,21.37,215.738,2.690547,2.640708,23.995,0.84,110.977,0.857,9.5367431640625e-07,1.697,1.2928788952071435,20.819221887476967,129.52941176470588,154,154,1,102,7,7
192.168.1.5_36.63.198.65_50597_12534_17_1690696354.579462,36.63.198.65_12534_17,106,2,2,0.981,17.979,0.0,0.2898606637499727,50597,12534,0.3332782323604247,1.8727272727272728,12862,1.032,1.032,1.907407407407408,1.231113695349262,13270,26132,10803.419,106,1.0,1.0,107.371,21.281,218.148,3.150186,2.645142,23.972,0.86,110.777,0.86,0.0001759529113769,1.72,1.2833807198497134,20.819221887476967,128.83495145631068,154,154,1,103,7,7
192.168.1.5_39.107.142.158_51698_3478_17_1690696629.506738,39.107.142.158_3478_17,98,1,1,0.633,0.0,0.0276401042938232,0.0,51698,3478,0.0,1.0,1176,0.633,0.633,1.0,0.00708318669809,744,1920,19.893,62,1.0,1.0,10.639,18.0,17.37,10.05733,10.063207,0.0,0.109,6.731,0.109,0.0276401042938232,0.217,0.0054936472372134,18.0,62.0,62,98,1,12,7,7
192.168.1.5_39.107.142.158_51704_3478_17_1690696637.553781,39.107.142.158_3478_17,98,1,1,0.633,0.0,0.0291190147399902,0.0,51704,3478,0.0,1.0,1176,0.633,0.633,1.0,0.0050175980757729,744,1920,19.886,62,1.0,1.0,10.636,18.0,17.365,10.059025,10.057653,0.0,0.109,6.729,0.109,0.0292840003967285,0.217,0.0056554537709517,18.0,62.0,62,98,1,12,7,7
192.168.1.5_39.107.142.158_54352_3478_17_1690695667.96896,39.107.142.158_3478_17,98,1,1,0.633,0.0,0.0262641906738281,0.0,54352,3478,0.0,1.0,1176,0.633,0.633,1.0,0.0066117888872831,744,1920,19.901,62,1.0,1.0,10.643,18.0,17.376,10.051366,10.051472,0.0,0.109,6.733,0.109,0.0265209674835205,0.217,0.006084924782058,18.0,62.0,62,98,1,12,7,7
192.168.1.5_39.107.142.158_54997_3478_17_1690696802.303478,39.107.142.158_3478_17,98,1,1,0.633,0.0,0.027782917022705,0.0,54997,3478,0.0,1.0,1176,0.633,0.633,1.0,0.0048164667298757,744,1920,19.904,62,1.0,1.0,10.642,18.0,17.375,10.049075,10.052613,0.0,0.109,6.733,0.109,0.027782917022705,0.217,0.0048607668680421,18.0,62.0,62,98,1,12,7,7
192.168.1.5_39.107.142.158_55015_3478_17_1690696811.25264,39.107.142.158_3478_17,98,1,1,0.633,0.0,0.02885103225708,0.0,55015,3478,0.0,1.0,1176,0.633,0.633,1.0,0.0057772847913185,744,1920,19.896,62,1.0,1.0,10.638,18.0,17.369,10.061454,10.060271,0.0,0.109,6.73,0.109,0.02885103225708,0.217,0.0059675350975501,18.0,62.0,62,98,1,12,7,7
192.168.1.5_39.107.142.158_62523_3478_17_1690698504.481184,39.107.142.158_3478_17,98,1,1,0.633,0.0,0.0290520191192626,0.0,62523,3478,0.0,1.0,1176,0.633,0.633,1.0,0.0070577987850321,744,1920,19.883,62,1.0,1.0,10.636,18.0,17.365,10.056581,10.057686,0.0,0.109,6.729,0.109,0.0294170379638671,0.217,0.0065409724199344,18.0,62.0,62,98,1,12,7,7
192.168.1.5_39.162.151.108_54756_17572_17_1690696024.726553,39.162.151.108_17572_17,106,2,2,0.981,17.969,0.0,0.3142696805273545,54756,17572,0.368599505323942,1.837837837837838,8504,1.028,1.028,1.8888888888888888,1.2262276159024272,8744,17248,7391.813,106,1.0,1.0,114.72,21.25,232.679,2.811057,2.644101,23.958,0.917,117.958,0.917,9.5367431640625e-07,1.835,1.27035218529362,20.819221887476967,128.58823529411765,154,154,1,68,7,7
192.168.1.5_42.49.192.168_64932_48183_17_1690697679.04021,42.49.192.168_48183_17,106,4,3,1.056,17.965,0.0,0.3535533905932738,64932,48183,0.6758308995927093,1.8823529411764703,4004,1.027,1.027,2.0,1.008517626998819,4112,8116,3825.073,106,1.0,1.0,137.321,21.239,278.346,2.80666,2.553706,23.953,1.097,141.025,1.097,0.0,2.195,1.1808613143138549,21.09407499749633,128.5,154,154,1,32,7,7
192.168.1.5_42.49.237.3_51888_15343_17_1690697961.21031,42.49.237.3_15343_17,106,3,2,0.981,17.979,0.0,0.2898606637499727,51888,15343,0.3654500225862142,1.8909090909090909,12862,1.044,1.044,1.907407407407408,1.2510411844295677,13424,26286,13166.667,106,1.01,1.009,107.465,21.312,219.625,2.924178,2.6853,23.982,0.861,112.16,0.869,0.0001649856567382,1.73,1.2985798822607666,20.819221887476967,129.07692307692307,154,154,1,104,7,7
192.168.1.5_42.229.249.203_64368_38247_17_1690695035.153031,42.229.249.203_38247_17,106,3,3,0.962,15.995,0.0,0.2179449471770336,64368,38247,0.3749527559053243,1.9523809523809523,5018,1.01,1.01,2.05,0.6568028957121875,5066,10084,5225.532,106,1.0,1.0,116.747,17.034,234.61,2.195064,2.290918,17.995,0.954,117.863,0.954,0.0,1.908,0.6578029122190096,16.85704600456438,123.5609756097561,142,142,1,41,7,7
192.168.1.5_42.229.249.203_55941_39006_17_1690695269.84168,42.229.249.203_39006_17,106,2,2,1.019,15.993,0.0001771450042724,0.2352941176470588,55941,39006,0.3726779962499649,1.8333333333333333,4042,1.008,1.008,1.9411764705882355,0.6174517523498986,4074,8116,8839.161,106,1.0,1.0,123.322,17.028,247.62,2.175665,2.21592,17.992,1.007,124.298,1.007,0.0001771450042724,2.014,0.6240456518345562,16.72841893306119,123.45454545454544,142,142,1,33,7,7
192.168.1.5_42.238.154.122_58859_34005_17_1690694738.499558,42.238.154.122_34005_17,106,4,3,1.056,18.0,0.0,0.4714045207910317,58859,34005,0.7745966692414834,2.0,2232,1.186,1.186,2.0,1.1105076964318945,2648,4880,4493.151,106,1.111,1.111,135.24,21.707,295.686,2.666574,2.655478,23.88,1.091,160.446,1.212,0.0,2.302,1.0878489069864177,21.09407499749633,132.4,154,154,1,20,7,7
192.168.1.5_49.72.246.204_56359_1869_17_1690694626.075544,49.72.246.204_1869_17,106,3,3,0.981,17.973,0.0,0.3198573697526151,56359,1869,0.3673998351780916,1.8958333333333333,11374,1.03,1.03,1.9361702127659568,1.251684976799576,11710,23084,8154.839,106,1.0,1.0,109.446,21.261,222.126,3.143125,2.648864,23.964,0.876,112.68,0.876,9.5367431640625e-07,1.751,1.3003789771838286,20.819221887476967,128.6813186813187,154,154,1,91,7,7
192.168.1.5_49.72.252.76_56140_54120_17_1690696501.237777,49.72.252.76_54120_17,106,3,2,1.056,17.958,0.0,0.3332782323604247,56140,54120,0.3976974544878587,1.8571428571428568,12898,1.037,1.037,1.8727272727272728,1.2342084192278846,13376,26274,9048.276,106,1.01,1.01,109.347,21.255,222.746,2.800546,2.644889,23.96,0.873,113.399,0.882,0.0,1.755,1.2711652020377575,21.09407499749633,128.6153846153846,154,154,1,104,7,7
192.168.1.5_49.76.114.217_64944_52159_17_1690697708.512344,49.76.114.217_52159_17,106,2,2,1.056,17.999,0.0,0.2547546779093796,64944,52159,0.2874797872880344,1.9090909090909087,10310,1.059,1.059,1.930232558139535,1.1244401078665345,10920,21230,2744.77,106,1.012,1.012,103.571,21.426,213.27,2.792499,2.661845,24.0,0.834,109.699,0.844,0.0001909732818603,1.678,1.288675522932065,21.09407499749633,130.0,154,154,1,84,7,7
192.168.1.5_58.23.39.142_51900_24865_17_1690697987.79753,58.23.39.142_24865_17,106,4,3,1.056,17.972,0.0,0.3231754075504022,51900,24865,0.4580719022979451,1.9130434782608696,11126,1.02,1.02,1.934782608695652,1.1705429019917788,11344,22470,5729.258,106,0.989,0.989,110.16,21.26,222.477,2.976085,2.617512,23.975,0.881,112.318,0.871,9.5367431640625e-07,1.752,1.2926867393566464,21.09407499749633,128.9090909090909,154,154,1,88,7,7
192.168.1.5_58.23.142.46_57099_25996_17_1690695541.637848,58.23.142.46_25996_17,106,3,3,0.981,17.986,0.0,0.3308586641170241,57099,25996,0.4081756160902629,1.9433962264150944,12472,1.072,1.072,1.9230769230769231,1.230741576096242,13366,25838,12271.845,106,1.03,1.03,104.415,21.4,216.314,3.748266,2.655335,23.999,0.837,111.899,0.862,9.5367431640625e-07,1.699,1.2987545274769612,20.819221887476967,129.76699029126215,154,154,1,103,7,7
192.168.1.5_58.23.142.226_65004_6824_17_1690696950.437157,58.23.142.226_6824_17,106,2,2,1.056,17.996,0.0,0.1959591794226542,65004,6824,0.2352941176470588,1.9411764705882355,12188,1.054,1.054,1.96,1.2358894812645882,12846,25034,2394.161,106,1.01,1.011,103.147,21.396,211.862,2.851615,2.635744,23.999,0.829,108.715,0.838,0.0,1.667,1.297496411277892,21.09407499749633,129.75757575757575,154,154,1,99,7,7
192.168.1.5_58.243.56.147_49339_48526_17_1690697385.199193,58.243.56.147_48526_17,106,3,3,0.981,17.978,0.0,0.3046726830337473,49339,48526,0.3811133939004558,1.9245283018867925,12614,1.044,1.044,1.9423076923076923,1.1998283474813252,13164,25778,8000.0,106,1.01,1.009,106.866,21.31,218.391,3.371621,2.64639,23.982,0.856,111.525,0.864,0.0,1.72,1.294222884117271,20.819221887476967,129.05882352941177,154,154,1,102,7,7
10.11.46.37_120.226.31.71_49665_8080_17_1703850862.509556,120.226.31.71_8080_17,62,72,19,2.207,14.39,0.0,2.986681907673944,49665,8080,3.822250771073602,3.4329059829059827,804204,1.079,1.079,3.299273193672509,0.0102962454538774,867737,1671941,2858.086,62,1.041,1.041,12957.865,30.776,26939.416,0.607281,0.200262,40.633,124.341,13981.551,129.433,3.504753112792969e-05,253.774,0.0141448154386963,81.71021967905851,108.02153616332627,551,551,1,8033,8,8
10.11.46.37_111.45.24.123_49812_16285_17_1703851694.356253,111.45.24.123_16285_17,96,61,21,1.819,13.524,0.0,2.8623343604543727,49812,16285,3.457342266240472,3.101061738104601,800382,1.056,1.056,3.0578284815106214,0.0102730599076963,845335,1645717,3221.254,95,1.015,1.015,12922.935,30.131,26571.68,0.482286,0.200573,40.17,125.503,13648.745,127.327,0.0001029968261718,252.83,0.0134322892975208,78.12355598665488,107.1943951306112,551,551,1,7886,8,8
10.11.46.37_120.201.27.120_51479_8080_17_1703851474.109154,120.201.27.120_8080_17,95,52,18,0.802,13.543,0.0,2.923859633545745,51479,8080,3.421689981814992,3.057445200302343,810617,1.048,1.048,2.997731568998109,0.0102089898074656,849362,1659979,2729.494,95,1.02,1.02,12792.819,29.866,26197.096,0.430822,0.20262,39.783,125.132,13404.277,127.673,3.814697265625e-06,252.805,0.0134625215176433,34.624268945351034,104.98912237330038,551,551,1,8090,8,8
10.11.46.37_221.178.59.55_51782_8000_17_1703851547.7574,221.178.59.55_8000_17,97,73,20,1.03,10.983,0.0,2.935451568260215,51782,8000,3.4201540893440856,3.0777820562187137,798222,1.057,1.057,3.031587057010786,0.0102763343187278,844059,1642281,2737.123,95,1.016,1.016,12720.467,29.411,26171.392,0.573687,0.201813,39.866,125.416,13450.925,127.376,0.0004241466522216,252.793,0.0138125252812747,33.830311851947215,105.59977480295258,552,552,1,7993,8,8
10.11.46.37_39.145.5.29_52897_8080_17_1703851401.338514,39.145.5.29_8080_17,95,50,18,2.18,14.113,0.0,2.923391553410815,52897,8080,3.342897237064435,2.901918204849801,814508,1.062,1.062,2.828385228095583,0.0103230114648162,864985,1679493,2945.111,95,1.026,1.026,12939.173,30.694,26680.217,0.378969,0.200508,40.737,124.1,13741.044,127.373,0.0001399517059326,251.473,0.0134996897023676,81.56475954724564,107.8803941132452,551,551,1,8018,8,8
10.11.46.37_120.226.85.218_53613_8080_17_1703850934.660087,120.226.85.218_8080_17,62,120,21,1.261,10.887,0.0,2.7235751267001755,53613,8080,5.21276159278859,3.147571375602521,801891,1.121,1.121,2.917284866468843,0.0101265491893286,898676,1700567,2926.38,62,1.079,1.079,12788.31,28.999,27120.118,0.513765,0.201644,38.768,125.429,14331.808,135.38,0.0,260.809,0.0142223955601083,35.632709692079274,105.86358817292968,552,552,1,8489,8,8
10.11.46.37_39.175.114.175_54916_8080_17_1703850318.961225,39.175.114.175_8080_17,95,60,20,0.926,13.79,0.0,2.7777333177912618,54916,8080,3.370897529753088,2.923823386705483,608554,1.061,1.061,2.834466019417476,0.0103080646587676,645567,1254121,2811.65,95,1.032,1.032,12899.379,30.168,26583.314,0.300315,0.200263,40.045,123.768,13683.935,127.732,0.0,251.5,0.0130493105817001,33.99941175961725,107.13026883504811,551,551,1,6026,8,8
10.11.46.37_120.201.27.152_55261_8000_17_1703850483.152438,120.201.27.152_8000_17,95,71,14,1.819,13.749,0.0,2.712652115948191,55261,8000,3.817231316975418,3.06858407079646,409068,1.109,1.109,2.917343173431734,0.0108094969476726,453592,862660,2822.901,95,1.053,1.053,12502.46,30.359,26365.72,0.557686,0.209033,40.035,120.817,13863.26,127.174,3.886222839355469e-05,247.99,0.0164362453779726,78.12355598665488,109.01033405431389,553,553,1,4161,8,8
10.11.46.37_120.226.31.99_56155_16285_17_1703850253.60332,120.226.31.99_16285_17,95,59,33,0.926,11.56,0.0,2.9169259906302805,56155,16285,3.276242191543309,3.2445793581960105,752218,1.06,1.06,3.1704989154013017,0.0102915038034886,797056,1549274,2450.085,95,1.024,1.024,12816.145,29.748,26396.231,0.426188,0.201646,40.154,124.512,13580.086,127.477,0.0,251.989,0.0136237278898419,33.99941175961725,106.52980486500935,552,552,1,7482,8,8
10.11.46.37_183.245.12.223_56934_16285_17_1703850372.716977,183.245.12.223_16285_17,95,60,19,0.926,12.024,0.0,2.662464041851284,56934,16285,3.390888333498907,2.949332105020728,640413,1.052,1.052,2.866820276497696,0.0103235700934024,673442,1313855,2789.981,95,1.029,1.029,12762.824,29.544,26183.885,0.489182,0.20171,39.723,123.979,13421.061,127.606,0.0,251.584,0.0134096141864055,33.99941175961725,105.17601124472904,552,552,1,6403,8,8
10.11.46.37_111.0.26.223_60740_8080_17_1703851766.598242,111.0.26.223_8080_17,62,208,18,1.817,10.52,0.0,3.081815714362241,60740,8080,7.78533961285027,3.623853211009174,474836,1.17,1.17,3.27542372881356,0.0102799841628759,555422,1030258,3866.109,62,1.107,1.107,12884.945,29.381,27956.637,0.200412,0.20034,39.078,125.855,15071.692,139.341,4.1961669921875e-05,265.196,0.0128518672064234,77.84959858599144,108.16397273612463,552,552,1,5135,8,8
10.11.46.37_111.20.16.115_61078_8000_17_1703850752.922256,111.20.16.115_8000_17,95,72,31,2.18,14.071,0.0,2.937360200373636,61078,8000,3.6788411045147806,3.254483347566183,765077,1.058,1.058,3.142674070909868,0.0102801210074726,809675,1574752,3012.281,95,1.036,1.036,12877.483,30.01,26505.622,0.55072,0.200316,39.703,123.83,13628.139,128.291,0.0001530647277832,252.121,0.014968631567646,81.56475954724564,106.22868013644712,551,551,1,7622,8,8
10.11.46.37_120.220.202.229_61342_8000_17_1703849975.714354,120.220.202.229_8000_17,96,49,59,1.794,8.734,0.0,3.0832362614992803,61342,8000,3.2345591392153983,3.1803619721239857,1534134,1.047,1.047,3.16729088639201,0.0101904694159098,1606503,3140637,2855.14,95,1.004,1.004,12784.876,28.86,26172.847,0.347057,0.201762,39.712,126.854,13387.971,127.404,9.012222290039062e-05,254.258,0.0131576367806666,77.92053644579201,105.08261381475668,556,556,1,15288,8,8
10.11.46.37_111.19.213.31_61494_8000_17_1703851620.259632,111.19.213.31_8000_17,95,49,16,2.209,14.707,0.0,1.973897964050755,61494,8000,2.2759994986470766,2.2587006960556844,623466,0.993,0.993,2.33036750483559,0.0107110599048759,618850,1242316,2952.3,94,0.97,0.97,9862.94,34.243,19652.856,0.331006,0.201525,46.431,95.297,9789.917,92.402,3.600120544433594e-05,187.699,0.014196906122159,81.98542553405453,105.94932374593392,548,548,1,5841,8,8
10.11.46.37_36.152.72.33_61634_16285_17_1703849883.120536,36.152.72.33_16285_17,95,15,13,1.883,11.602,0.0,1.7366557393730155,61634,16285,1.850308671446932,2.265274792754068,738253,1.066,1.066,2.237714987714988,0.0106179734313665,787254,1525507,3852.747,95,1.013,1.013,9200.217,34.274,19011.091,0.202958,0.201663,46.77,90.799,9810.874,91.946,8.0108642578125e-05,182.745,0.0132000342398518,78.19725059105339,106.70290051504472,548,548,1,7378,8,8
10.11.46.37_120.221.188.43_62087_8000_17_1703849820.961427,120.221.188.43_8000_17,96,61,19,0.984,19.141,0.0,2.940012318369351,62087,8000,3.5775022267563545,2.889263360616273,631373,1.034,1.034,2.827552986512524,0.015372764595376,652745,1284118,2243.276,95,1.022,1.022,12366.526,32.099,25151.66,0.361312,0.257434,40.977,114.974,12785.134,117.54,0.0195660591125488,232.514,0.0184938172793831,11.412712210513329,108.7727045492418,550,550,1,6001,8,8
10.11.46.37_117.162.32.105_62570_8000_17_1703850521.631414,117.162.32.105_8000_17,62,82,18,2.18,19.371,0.0,2.79784973839592,62570,8000,4.542781042132961,3.184115523465704,456741,1.141,1.141,2.971820809248555,0.0105676567326393,520967,977708,2861.667,62,1.072,1.072,13522.649,33.558,28946.826,0.656128,0.202291,42.453,121.773,15424.177,130.566,5.316734313964844e-05,252.339,0.0162908716404298,81.56475954724564,118.13310657596372,552,552,1,4410,8,8
10.11.46.37_111.0.26.26_62579_16285_17_1703851849.593157,111.0.26.26_16285_17,95,21,19,1.063,19.149,0.0,2.889674901123653,62579,16285,3.1954604487032245,3.166138524219104,754005,1.016,1.016,3.171195652173913,0.0107352846434877,766278,1520283,2753.968,95,0.999,0.999,13676.11,32.162,27574.828,0.275886,0.208198,41.245,127.002,13898.718,126.857,0.012186050415039,253.859,0.0131663377454136,25.52351856621653,109.56219616814413,553,553,1,6994,8,8
10.11.46.37_111.45.24.13_62660_8000_17_1703850170.003745,111.45.24.13_8000_17,96,62,17,0.802,13.294,0.0,2.7185871615922217,62660,8000,3.4082673625180195,3.056058495821727,898160,1.031,1.031,3.0094043887147337,0.0102707513845461,925698,1823858,2859.232,95,1.016,1.016,13048.582,29.699,26497.24,0.47656,0.20209,39.689,125.523,13448.658,127.513,9.5367431640625e-07,253.036,0.0132235984435707,34.624268945351034,105.46861114275949,551,551,1,8777,8,8
10.11.46.37_111.23.8.106_64046_16285_17_1703850431.49902,111.23.8.106_16285_17,96,72,20,1.051,13.778,0.0,2.790057362898821,64046,16285,3.687467335281172,2.98873527905786,587647,1.067,1.067,2.88063524590164,0.0103555120722112,626908,1214555,2830.909,95,1.038,1.038,12904.541,30.205,26671.242,0.547008,0.200272,40.053,123.479,13766.7,128.179,0.0003271102905273,251.658,0.0144418088967035,35.63158711031548,107.40243275655304,552,552,1,5837,8,8
10.11.46.37_39.175.114.241_64491_8000_17_1703851010.099093,39.175.114.241_8000_17,62,201,21,1.235,12.123,0.0,2.892228043691343,64491,8000,4.753552024485998,3.3043933054393304,1571317,1.055,1.055,3.186231429169282,0.0101484011955329,1658329,3229646,2561.497,62,1.037,1.037,13094.308,29.224,26913.717,0.200956,0.200777,39.168,126.892,13819.408,131.625,7.605552673339844e-05,258.517,0.0123253108988179,35.293200478279104,104.99075656853437,552,552,1,15795,8,8
10.11.46.37_1.82.245.33_60612_16285_17_1703856382.736829,1.82.245.33_16285_17,96,21,25,2.18,13.252,0.0,3.096636051488229,60612,16285,3.129260470655816,2.9641288433382136,825861,1.024,1.024,2.959736456808199,0.0103555299611488,845638,1671499,2810.147,95,1.001,1.001,13024.966,29.671,26361.843,0.269011,0.202417,39.767,127.527,13336.877,127.717,8.606910705566406e-05,255.244,0.0131540808291578,81.56475954724564,104.42553716967151,553,553,1,8098,8,8
10.11.46.37_221.229.224.215_50906_8000_17_1703856705.396804,221.229.224.215_8000_17,96,22,18,1.75,14.449,0.0,2.643976567904108,50906,8000,3.1251447810702144,3.0431681681681684,827279,1.043,1.043,3.0,0.0104121437192032,863100,1690379,2812.785,95,1.015,1.015,12992.823,30.134,26548.232,0.262934,0.20182,39.911,125.471,13555.409,127.324,8.296966552734375e-05,252.796,0.0121417584357588,77.49941935266355,106.46355001850252,551,551,1,8107,8,8
10.11.46.37_150.138.179.143_51102_16285_17_1703855729.082075,150.138.179.143_16285_17,95,38,136,1.794,12.976,0.0,4.880207518592923,51102,16285,3.362469066750217,3.3935897435897435,849478,0.987,0.987,3.492518170158187,0.0104937776868065,838562,1688040,2699.558,95,0.972,0.972,13648.645,29.503,27121.901,0.305295,0.227159,39.891,131.252,13473.256,127.589,3.0994415283203125e-05,258.841,0.0137217466519294,77.92053644579201,105.599042941695,553,553,1,7941,8,8
10.11.46.37_150.138.179.114_51782_8000_17_1703856788.300914,150.138.179.114_8000_17,96,33,32,1.839,17.693,0.0,3.3506801024836794,51782,8000,3.416536540265481,3.124401913875598,842220,1.019,1.019,3.102870813397129,0.0104092600036269,857954,1700174,2968.954,95,1.007,1.007,13648.695,31.899,27552.368,0.253482,0.202015,41.43,126.112,13903.674,126.987,9.393692016601562e-05,253.099,0.0144867655550715,77.9513309700354,109.48876978050023,552,552,1,7836,8,8
